,id,geographic_area_name,estimate_total,estimate_total_less_than_10_000,estimate_total_10_000_to_14_999,estimate_total_15_000_to_19_999,estimate_total_20_000_to_24_999,estimate_total_25_000_to_29_999,estimate_total_30_000_to_34_999,estimate_total_35_000_to_39_999,estimate_total_40_000_to_44_999,estimate_total_45_000_to_49_999,estimate_total_50_000_to_59_999,estimate_total_60_000_to_74_999,estimate_total_75_000_to_99_999,estimate_total_100_000_to_124_999,estimate_total_125_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_median_household_income,Geoid
525,1500000US530330211003,"Block Group 3, Census Tract 211, King County, Washington",585,66,9,28,80,29,36,20,12,10,18,26,107,49,18,38,39,52847,530330211003
526,1500000US530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,530330211004
527,1500000US530330213001,"Block Group 1, Census Tract 213, King County, Washington",766,0,8,12,27,0,24,9,49,12,110,39,84,97,44,128,123,100500,530330213001
528,1500000US530330213002,"Block Group 2, Census Tract 213, King County, Washington",454,20,10,0,0,0,15,23,9,9,29,41,98,120,33,35,12,95000,530330213002
529,1500000US530330213003,"Block Group 3, Census Tract 213, King County, Washington",573,48,35,35,13,52,10,0,11,34,26,56,117,11,27,62,36,70536,530330213003
530,1500000US530330214001,"Block Group 1, Census Tract 214, King County, Washington",331,0,0,0,0,9,8,10,11,0,0,10,46,0,36,76,125,165764,530330214001
531,1500000US530330214002,"Block Group 2, Census Tract 214, King County, Washington",601,8,8,0,0,0,19,10,20,16,28,68,77,68,74,83,122,117721,530330214002
532,1500000US530330214003,"Block Group 3, Census Tract 214, King County, Washington",478,9,0,9,0,0,7,7,52,0,0,28,38,69,90,44,125,130000,530330214003
533,1500000US530330215001,"Block Group 1, Census Tract 215, King County, Washington",421,0,0,0,0,0,0,0,10,0,7,11,48,86,25,81,153,158375,530330215001
534,1500000US530330215002,"Block Group 2, Census Tract 215, King County, Washington",382,0,6,0,0,7,6,0,46,0,6,48,63,19,48,79,54,120227,530330215002
535,1500000US530330215003,"Block Group 3, Census Tract 215, King County, Washington",580,0,7,0,0,15,7,20,22,0,53,43,72,48,45,100,148,131250,530330215003
536,1500000US530330215004,"Block Group 4, Census Tract 215, King County, Washington",364,0,0,0,0,0,0,24,0,11,6,46,7,38,55,81,96,146765,530330215004
537,1500000US530330216001,"Block Group 1, Census Tract 216, King County, Washington",547,49,0,0,0,0,11,30,21,10,30,41,55,54,75,79,92,112679,530330216001
538,1500000US530330216002,"Block Group 2, Census Tract 216, King County, Washington",572,9,0,10,9,10,10,10,10,35,99,68,40,43,35,67,117,81875,530330216002
539,1500000US530330216003,"Block Group 3, Census Tract 216, King County, Washington",452,19,10,0,13,9,0,37,10,16,0,19,58,23,89,56,93,128269,530330216003
540,1500000US530330216004,"Block Group 4, Census Tract 216, King County, Washington",354,0,0,0,0,0,21,0,11,8,0,18,37,8,53,65,133,160435,530330216004
541,1500000US530330217001,"Block Group 1, Census Tract 217, King County, Washington",598,0,16,0,18,27,48,0,76,37,10,78,147,23,32,72,14,70667,530330217001
542,1500000US530330217002,"Block Group 2, Census Tract 217, King County, Washington",808,0,42,0,0,0,0,0,0,14,60,34,144,92,13,104,305,150694,530330217002
543,1500000US530330217003,"Block Group 3, Census Tract 217, King County, Washington",569,0,0,0,0,18,0,0,0,0,8,28,117,50,80,138,130,140329,530330217003
544,1500000US530330217004,"Block Group 4, Census Tract 217, King County, Washington",741,70,32,17,12,16,41,17,26,17,106,146,57,64,12,69,39,62859,530330217004
545,1500000US530330217005,"Block Group 5, Census Tract 217, King County, Washington",979,78,0,27,0,48,26,37,79,17,23,212,47,127,87,95,76,69395,530330217005
546,1500000US530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",826,14,0,39,19,0,18,16,16,17,34,155,141,45,50,169,93,90192,530330218021
547,1500000US530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",943,17,33,15,0,29,23,0,56,0,51,137,203,120,119,44,96,85966,530330218022
548,1500000US530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",513,26,13,20,0,20,0,0,0,0,30,22,54,53,38,108,129,140927,530330218023
549,1500000US530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",701,35,0,44,23,0,14,75,43,10,47,51,84,91,50,58,76,79861,530330218031
550,1500000US530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",505,33,9,14,24,0,41,0,0,25,8,47,70,54,57,78,45,87163,530330218032
551,1500000US530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",542,0,29,0,0,0,18,18,16,22,47,64,103,84,55,61,25,86875,530330218033
552,1500000US530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",411,11,0,0,18,0,9,0,11,0,44,41,25,76,36,25,115,118958,530330218034
553,1500000US530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",549,11,7,0,32,0,52,0,0,8,44,0,59,60,90,75,111,132708,530330218041
554,1500000US530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",1042,115,64,0,58,10,37,35,38,17,164,83,89,131,67,50,84,58750,530330218042
555,1500000US530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",374,0,0,0,9,0,44,0,12,0,35,22,35,53,100,58,6,116786,530330218043
556,1500000US530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",1096,129,56,39,18,58,21,21,104,63,61,48,145,204,59,70,0,56598,530330219031
557,1500000US530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",405,0,0,0,0,0,0,0,0,19,0,59,77,34,52,72,92,148149,530330219032
558,1500000US530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",204,0,0,0,0,0,17,16,0,14,0,0,15,96,0,16,30,113125,530330219033
559,1500000US530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",257,0,0,0,18,0,44,0,0,34,39,16,20,21,0,40,25,59044,530330219034
560,1500000US530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",615,0,17,60,17,20,23,0,0,0,39,30,86,57,92,82,92,114345,530330219035
561,1500000US530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",704,33,7,35,38,44,13,15,0,7,35,38,39,71,94,85,150,113889,530330219041
562,1500000US530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",293,0,0,0,0,10,9,0,0,0,10,17,72,39,31,24,81,123542,530330219042
563,1500000US530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",484,36,0,17,8,39,9,17,17,45,26,36,46,49,35,65,39,72778,530330219043
564,1500000US530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",337,0,0,0,0,19,0,0,0,0,0,0,90,29,39,66,94,134940,530330219044
565,1500000US530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",715,0,0,0,41,10,0,0,22,7,51,79,167,37,152,69,80,98646,530330219051
566,1500000US530330219052,"Block Group 2, Census Tract 219.05, King County, Washington",419,23,0,0,0,12,19,26,12,14,55,38,70,33,25,38,54,86250,530330219052
567,1500000US530330219053,"Block Group 3, Census Tract 219.05, King County, Washington",691,0,0,16,16,72,0,60,25,52,37,16,31,100,0,177,89,101424,530330219053
568,1500000US530330219054,"Block Group 4, Census Tract 219.05, King County, Washington",386,14,0,0,12,0,10,10,18,12,19,0,67,103,41,29,51,107558,530330219054
569,1500000US530330219061,"Block Group 1, Census Tract 219.06, King County, Washington",707,17,0,0,0,10,20,18,9,0,23,46,68,109,67,109,211,131406,530330219061
570,1500000US530330219062,"Block Group 2, Census Tract 219.06, King County, Washington",355,0,6,0,0,0,0,27,0,14,19,29,43,49,7,53,108,110125,530330219062
571,1500000US530330219063,"Block Group 3, Census Tract 219.06, King County, Washington",638,52,18,19,26,25,71,32,8,38,31,32,119,95,0,8,64,59750,530330219063
572,1500000US530330220011,"Block Group 1, Census Tract 220.01, King County, Washington",423,0,0,0,0,0,0,0,0,50,27,30,49,38,78,94,57,125931,530330220011
573,1500000US530330220012,"Block Group 2, Census Tract 220.01, King County, Washington",1337,28,94,14,27,53,111,38,14,65,47,183,132,28,91,141,271,73942,530330220012
574,1500000US530330220013,"Block Group 3, Census Tract 220.01, King County, Washington",620,0,0,0,0,0,0,0,0,0,28,47,123,132,47,90,153,123214,530330220013
575,1500000US530330220031,"Block Group 1, Census Tract 220.03, King County, Washington",376,0,0,0,0,0,7,20,10,8,0,35,71,46,82,65,32,123676,530330220031
576,1500000US530330220032,"Block Group 2, Census Tract 220.03, King County, Washington",417,8,0,11,7,17,0,0,8,18,19,12,66,54,115,41,41,120987,530330220032
577,1500000US530330220033,"Block Group 3, Census Tract 220.03, King County, Washington",380,0,0,0,9,23,0,10,8,0,30,23,39,78,17,88,55,120000,530330220033
578,1500000US530330220034,"Block Group 4, Census Tract 220.03, King County, Washington",341,9,0,0,0,0,0,0,0,8,23,45,16,48,73,75,44,126734,530330220034
579,1500000US530330220035,"Block Group 5, Census Tract 220.03, King County, Washington",396,12,0,8,0,0,0,13,0,33,0,54,60,121,49,37,9,102143,530330220035
580,1500000US530330220051,"Block Group 1, Census Tract 220.05, King County, Washington",949,0,0,0,20,0,0,0,37,24,86,97,148,143,68,245,81,110144,530330220051
581,1500000US530330220052,"Block Group 2, Census Tract 220.05, King County, Washington",442,23,0,0,0,8,44,0,0,0,87,17,40,75,20,34,94,100313,530330220052
582,1500000US530330220053,"Block Group 3, Census Tract 220.05, King County, Washington",772,42,39,37,21,0,0,35,17,23,0,138,150,50,59,104,57,80470,530330220053
583,1500000US530330220061,"Block Group 1, Census Tract 220.06, King County, Washington",617,25,30,10,16,11,28,62,10,45,11,42,79,32,30,49,137,76445,530330220061
584,1500000US530330220062,"Block Group 2, Census Tract 220.06, King County, Washington",532,25,0,0,0,11,0,21,0,0,11,11,126,17,36,90,184,151333,530330220062
585,1500000US530330220063,"Block Group 3, Census Tract 220.06, King County, Washington",572,29,0,18,0,10,0,67,10,27,48,92,108,65,39,47,12,69405,530330220063
586,1500000US530330221011,"Block Group 1, Census Tract 221.01, King County, Washington",559,42,9,14,10,0,0,0,22,10,23,47,63,46,54,108,111,112396,530330221011
587,1500000US530330221012,"Block Group 2, Census Tract 221.01, King County, Washington",389,18,11,0,10,0,0,10,0,0,0,20,70,11,11,120,108,155739,530330221012
588,1500000US530330221013,"Block Group 3, Census Tract 221.01, King County, Washington",650,9,26,0,20,20,9,21,9,0,26,42,38,60,79,164,127,144342,530330221013
589,1500000US530330221014,"Block Group 4, Census Tract 221.01, King County, Washington",274,21,0,0,0,0,10,0,10,9,28,8,21,67,31,21,48,109342,530330221014
590,1500000US530330221021,"Block Group 1, Census Tract 221.02, King County, Washington",1017,41,15,0,21,18,46,18,16,35,16,68,106,66,165,178,208,128898,530330221021
591,1500000US530330221022,"Block Group 2, Census Tract 221.02, King County, Washington",350,0,0,0,0,0,0,0,0,0,13,42,60,0,65,45,125,137132,530330221022
592,1500000US530330221023,"Block Group 3, Census Tract 221.02, King County, Washington",429,14,84,0,0,16,0,0,0,12,36,34,12,40,57,57,67,108661,530330221023
593,1500000US530330221024,"Block Group 4, Census Tract 221.02, King County, Washington",549,18,0,0,0,0,15,0,0,0,0,45,98,77,69,50,177,138393,530330221024
594,1500000US530330222011,"Block Group 1, Census Tract 222.01, King County, Washington",344,0,0,0,8,0,9,22,12,0,0,25,36,16,58,71,87,146250,530330222011
595,1500000US530330222012,"Block Group 2, Census Tract 222.01, King County, Washington",350,8,8,8,0,5,0,16,19,22,26,0,45,31,37,53,72,114250,530330222012
596,1500000US530330222013,"Block Group 3, Census Tract 222.01, King County, Washington",607,27,0,0,60,7,18,0,18,23,41,75,92,34,60,85,67,81806,530330222013
597,1500000US530330222014,"Block Group 4, Census Tract 222.01, King County, Washington",429,9,0,19,0,0,0,0,17,0,16,30,90,45,47,79,77,116528,530330222014
598,1500000US530330222021,"Block Group 1, Census Tract 222.02, King County, Washington",503,19,0,19,0,30,0,0,16,0,30,32,0,43,111,117,86,134769,530330222021
599,1500000US530330222022,"Block Group 2, Census Tract 222.02, King County, Washington",776,4,0,0,0,19,20,0,30,12,111,108,32,55,58,233,94,109643,530330222022
600,1500000US530330222023,"Block Group 3, Census Tract 222.02, King County, Washington",498,32,17,0,0,0,0,0,48,17,17,14,57,61,60,65,110,123158,530330222023
601,1500000US530330222024,"Block Group 4, Census Tract 222.02, King County, Washington",431,71,69,0,0,12,0,18,13,15,10,29,0,30,29,64,71,-,530330222024
602,1500000US530330222025,"Block Group 5, Census Tract 222.02, King County, Washington",1202,68,13,0,37,19,0,0,95,41,55,39,351,179,130,107,68,91657,530330222025
603,1500000US530330222031,"Block Group 1, Census Tract 222.03, King County, Washington",653,0,0,15,0,0,10,11,7,7,10,22,43,79,30,93,326,197375,530330222031
604,1500000US530330222032,"Block Group 2, Census Tract 222.03, King County, Washington",753,7,9,8,30,34,21,29,0,0,41,10,94,99,63,61,247,124236,530330222032
605,1500000US530330222033,"Block Group 3, Census Tract 222.03, King County, Washington",470,34,0,0,10,16,24,7,8,0,17,50,23,23,63,92,103,129630,530330222033
606,1500000US530330223001,"Block Group 1, Census Tract 223, King County, Washington",547,8,7,0,9,0,9,0,8,26,8,44,43,33,40,40,272,179583,530330223001
607,1500000US530330223002,"Block Group 2, Census Tract 223, King County, Washington",468,0,9,8,0,0,0,5,6,0,5,7,43,30,57,109,189,178021,530330223002
608,1500000US530330224001,"Block Group 1, Census Tract 224, King County, Washington",840,0,55,16,12,15,15,19,0,0,48,95,71,173,80,51,190,102313,530330224001
609,1500000US530330224002,"Block Group 2, Census Tract 224, King County, Washington",489,0,0,15,0,15,15,0,0,0,12,0,62,79,14,95,182,168922,530330224002
610,1500000US530330224003,"Block Group 3, Census Tract 224, King County, Washington",531,12,0,0,0,0,0,0,0,0,28,36,38,14,48,64,291,212019,530330224003
611,1500000US530330224004,"Block Group 4, Census Tract 224, King County, Washington",1106,89,55,18,19,0,54,35,36,19,164,39,50,66,54,168,240,88684,530330224004
612,1500000US530330224005,"Block Group 5, Census Tract 224, King County, Washington",385,45,0,0,17,0,15,0,0,0,0,15,31,0,67,15,180,195417,530330224005
613,1500000US530330224006,"Block Group 6, Census Tract 224, King County, Washington",479,0,0,16,0,0,0,18,0,0,15,0,26,51,14,77,262,236250,530330224006
614,1500000US530330225001,"Block Group 1, Census Tract 225, King County, Washington",555,39,0,20,0,0,0,15,0,17,14,88,36,44,53,52,177,133250,530330225001
615,1500000US530330225002,"Block Group 2, Census Tract 225, King County, Washington",557,0,0,0,0,13,0,18,0,18,0,0,52,0,72,78,306,222083,530330225002
616,1500000US530330225003,"Block Group 3, Census Tract 225, King County, Washington",746,22,0,21,22,78,0,0,0,0,70,130,54,31,124,133,61,91190,530330225003
617,1500000US530330225004,"Block Group 4, Census Tract 225, King County, Washington",893,21,35,42,0,22,21,0,0,42,60,20,47,162,86,96,239,122165,530330225004
618,1500000US530330225005,"Block Group 5, Census Tract 225, King County, Washington",1245,20,21,0,55,20,0,0,19,14,110,60,201,105,172,192,256,124671,530330225005
619,1500000US530330226031,"Block Group 1, Census Tract 226.03, King County, Washington",298,23,0,0,66,0,0,15,28,0,44,11,90,0,0,21,0,54524,530330226031
620,1500000US530330226032,"Block Group 2, Census Tract 226.03, King County, Washington",329,15,0,0,0,0,0,0,20,0,19,0,39,15,29,92,100,161360,530330226032
621,1500000US530330226033,"Block Group 3, Census Tract 226.03, King County, Washington",538,0,0,0,0,0,0,0,0,22,0,40,110,87,56,152,71,128462,530330226033
622,1500000US530330226034,"Block Group 4, Census Tract 226.03, King County, Washington",782,14,0,0,0,40,0,34,0,20,0,60,87,107,114,147,159,133209,530330226034
623,1500000US530330226035,"Block Group 5, Census Tract 226.03, King County, Washington",614,35,0,0,45,44,21,15,0,41,0,18,57,87,82,83,86,114302,530330226035
624,1500000US530330226041,"Block Group 1, Census Tract 226.04, King County, Washington",684,0,0,29,0,24,22,0,0,17,22,26,69,81,88,98,208,130682,530330226041
625,1500000US530330226042,"Block Group 2, Census Tract 226.04, King County, Washington",517,0,0,0,8,0,15,0,30,0,28,19,46,44,61,111,155,150694,530330226042
626,1500000US530330226043,"Block Group 3, Census Tract 226.04, King County, Washington",595,0,0,0,9,0,8,0,9,37,30,56,58,66,58,78,186,135083,530330226043
627,1500000US530330226051,"Block Group 1, Census Tract 226.05, King County, Washington",1055,14,30,0,0,0,0,12,19,54,91,126,216,111,143,67,172,97457,530330226051
628,1500000US530330226052,"Block Group 2, Census Tract 226.05, King County, Washington",774,22,29,14,0,14,29,38,0,17,0,0,47,128,88,149,199,142984,530330226052
629,1500000US530330226053,"Block Group 3, Census Tract 226.05, King County, Washington",819,73,37,0,17,0,0,15,0,13,0,79,128,95,47,158,157,112961,530330226053
630,1500000US530330226061,"Block Group 1, Census Tract 226.06, King County, Washington",512,0,0,33,15,0,0,14,10,17,26,34,23,70,37,91,142,135972,530330226061
631,1500000US530330226062,"Block Group 2, Census Tract 226.06, King County, Washington",746,0,0,0,0,0,17,0,24,59,0,133,127,128,33,112,113,101711,530330226062
632,1500000US530330226063,"Block Group 3, Census Tract 226.06, King County, Washington",686,0,17,47,37,11,33,32,0,52,10,87,45,62,58,95,100,92969,530330226063
633,1500000US530330226064,"Block Group 4, Census Tract 226.06, King County, Washington",441,0,0,0,0,0,0,17,0,0,64,0,78,18,0,37,227,206161,530330226064
634,1500000US530330227011,"Block Group 1, Census Tract 227.01, King County, Washington",783,0,17,21,9,6,25,11,10,11,37,43,76,65,73,131,248,142031,530330227011
635,1500000US530330227012,"Block Group 2, Census Tract 227.01, King County, Washington",838,38,18,13,20,37,8,0,0,0,11,67,62,86,111,137,230,137132,530330227012
636,1500000US530330227021,"Block Group 1, Census Tract 227.02, King County, Washington",574,11,34,6,31,20,0,10,0,0,9,41,113,42,30,64,163,105714,530330227021
637,1500000US530330227022,"Block Group 2, Census Tract 227.02, King County, Washington",361,0,0,9,6,0,20,6,0,9,14,9,25,39,28,37,159,159438,530330227022
638,1500000US530330227023,"Block Group 3, Census Tract 227.02, King County, Washington",451,0,0,9,0,28,9,21,10,15,29,0,31,35,15,39,210,173750,530330227023
