,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
552,1500000US530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",590,440,31,31,0,0,0,0,0,0,0,0,0,119,530330218034
553,1500000US530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",702,535,80,80,0,0,0,0,0,0,15,18,0,54,530330218041
554,1500000US530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",1426,1146,98,97,0,1,0,0,0,0,0,27,0,155,530330218042
555,1500000US530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",622,488,72,72,0,0,0,0,0,0,0,0,0,62,530330218043
556,1500000US530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",1248,867,220,220,0,0,0,0,0,0,0,76,0,85,530330219031
557,1500000US530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",669,539,94,94,0,0,0,0,0,15,0,0,0,21,530330219032
558,1500000US530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",230,215,15,15,0,0,0,0,0,0,0,0,0,0,530330219033
559,1500000US530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",259,173,76,76,0,0,0,0,0,0,0,0,0,10,530330219034
560,1500000US530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",793,600,97,97,0,0,0,0,0,0,0,0,0,96,530330219035
561,1500000US530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",979,838,81,81,0,0,0,0,0,11,0,0,10,39,530330219041
562,1500000US530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",459,375,52,52,0,0,0,0,0,0,10,22,0,0,530330219042
563,1500000US530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",670,508,61,61,0,0,0,0,0,0,9,20,11,61,530330219043
564,1500000US530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",648,561,28,28,0,0,0,0,0,0,0,0,7,52,530330219044
565,1500000US530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",914,762,98,98,0,0,0,0,0,0,0,0,0,54,530330219051
566,1500000US530330219052,"Block Group 2, Census Tract 219.05, King County, Washington",583,453,72,72,0,0,0,0,0,0,0,17,0,41,530330219052
567,1500000US530330219053,"Block Group 3, Census Tract 219.05, King County, Washington",1126,997,53,53,0,0,0,0,0,0,0,33,0,43,530330219053
568,1500000US530330219054,"Block Group 4, Census Tract 219.05, King County, Washington",508,430,64,64,0,0,0,0,0,0,0,0,0,14,530330219054
569,1500000US530330219061,"Block Group 1, Census Tract 219.06, King County, Washington",1078,884,70,70,0,0,0,0,0,8,0,0,0,116,530330219061
570,1500000US530330219062,"Block Group 2, Census Tract 219.06, King County, Washington",412,348,32,32,0,0,0,0,0,0,18,14,0,0,530330219062
571,1500000US530330219063,"Block Group 3, Census Tract 219.06, King County, Washington",829,706,88,88,0,0,0,0,0,0,0,0,0,35,530330219063
572,1500000US530330220011,"Block Group 1, Census Tract 220.01, King County, Washington",580,498,39,39,0,0,0,0,0,0,0,0,0,43,530330220011
573,1500000US530330220012,"Block Group 2, Census Tract 220.01, King County, Washington",1237,1076,47,47,0,0,0,0,0,0,0,15,0,99,530330220012
574,1500000US530330220013,"Block Group 3, Census Tract 220.01, King County, Washington",1054,959,36,36,0,0,0,0,0,0,23,0,0,36,530330220013
575,1500000US530330220031,"Block Group 1, Census Tract 220.03, King County, Washington",565,512,43,43,0,0,0,0,0,0,0,10,0,0,530330220031
576,1500000US530330220032,"Block Group 2, Census Tract 220.03, King County, Washington",626,417,90,90,0,0,0,0,0,0,0,71,0,48,530330220032
577,1500000US530330220033,"Block Group 3, Census Tract 220.03, King County, Washington",546,438,99,99,0,0,0,0,0,0,0,0,0,9,530330220033
578,1500000US530330220034,"Block Group 4, Census Tract 220.03, King County, Washington",592,462,103,103,0,0,0,0,0,0,0,0,0,27,530330220034
579,1500000US530330220035,"Block Group 5, Census Tract 220.03, King County, Washington",644,515,94,94,0,0,0,0,0,0,0,11,13,11,530330220035
580,1500000US530330220051,"Block Group 1, Census Tract 220.05, King County, Washington",1260,944,175,175,0,0,0,0,0,0,0,29,0,112,530330220051
581,1500000US530330220052,"Block Group 2, Census Tract 220.05, King County, Washington",584,443,51,51,0,0,0,0,0,0,0,32,0,58,530330220052
582,1500000US530330220053,"Block Group 3, Census Tract 220.05, King County, Washington",926,708,76,76,0,0,0,0,0,0,22,40,0,80,530330220053
583,1500000US530330220061,"Block Group 1, Census Tract 220.06, King County, Washington",670,484,71,71,0,0,0,0,0,11,0,28,12,64,530330220061
584,1500000US530330220062,"Block Group 2, Census Tract 220.06, King County, Washington",726,538,58,58,0,0,0,0,0,0,0,35,0,95,530330220062
585,1500000US530330220063,"Block Group 3, Census Tract 220.06, King County, Washington",637,457,124,124,0,0,0,0,0,0,0,16,0,40,530330220063
586,1500000US530330221011,"Block Group 1, Census Tract 221.01, King County, Washington",947,711,114,114,0,0,0,0,0,0,16,42,15,49,530330221011
587,1500000US530330221012,"Block Group 2, Census Tract 221.01, King County, Washington",365,297,21,21,0,0,0,0,0,0,0,0,0,47,530330221012
588,1500000US530330221013,"Block Group 3, Census Tract 221.01, King County, Washington",872,684,142,142,0,0,0,0,0,0,0,0,0,46,530330221013
589,1500000US530330221014,"Block Group 4, Census Tract 221.01, King County, Washington",298,178,44,44,0,0,0,0,0,0,0,0,0,76,530330221014
590,1500000US530330221021,"Block Group 1, Census Tract 221.02, King County, Washington",1353,1134,34,34,0,0,0,0,0,0,0,48,24,113,530330221021
591,1500000US530330221022,"Block Group 2, Census Tract 221.02, King County, Washington",599,503,70,70,0,0,0,0,0,0,0,0,0,26,530330221022
592,1500000US530330221023,"Block Group 3, Census Tract 221.02, King County, Washington",527,473,15,15,0,0,0,0,0,0,0,0,0,39,530330221023
593,1500000US530330221024,"Block Group 4, Census Tract 221.02, King County, Washington",879,767,52,52,0,0,0,0,0,0,0,0,0,60,530330221024
594,1500000US530330222011,"Block Group 1, Census Tract 222.01, King County, Washington",611,507,57,57,0,0,0,0,0,0,0,0,0,47,530330222011
595,1500000US530330222012,"Block Group 2, Census Tract 222.01, King County, Washington",536,453,51,51,0,0,0,0,0,10,0,0,0,22,530330222012
596,1500000US530330222013,"Block Group 3, Census Tract 222.01, King County, Washington",814,713,66,66,0,0,0,0,0,10,0,9,0,16,530330222013
597,1500000US530330222014,"Block Group 4, Census Tract 222.01, King County, Washington",758,669,28,28,0,0,0,0,0,0,0,0,25,36,530330222014
598,1500000US530330222021,"Block Group 1, Census Tract 222.02, King County, Washington",686,591,33,33,0,0,0,0,0,11,0,0,0,51,530330222021
599,1500000US530330222022,"Block Group 2, Census Tract 222.02, King County, Washington",1248,1000,93,93,0,0,0,0,0,0,41,0,0,114,530330222022
600,1500000US530330222023,"Block Group 3, Census Tract 222.02, King County, Washington",561,456,42,42,0,0,0,0,0,0,0,14,11,38,530330222023
601,1500000US530330222024,"Block Group 4, Census Tract 222.02, King County, Washington",543,377,56,56,0,0,0,0,0,0,0,0,0,110,530330222024
602,1500000US530330222025,"Block Group 5, Census Tract 222.02, King County, Washington",1416,1187,108,108,0,0,0,0,0,17,19,0,0,85,530330222025
603,1500000US530330222031,"Block Group 1, Census Tract 222.03, King County, Washington",961,771,65,65,0,0,0,0,0,0,43,9,9,64,530330222031
604,1500000US530330222032,"Block Group 2, Census Tract 222.03, King County, Washington",1128,896,120,113,0,0,0,7,0,0,0,0,0,112,530330222032
605,1500000US530330222033,"Block Group 3, Census Tract 222.03, King County, Washington",433,367,10,10,0,0,0,0,7,0,0,0,0,49,530330222033
606,1500000US530330223001,"Block Group 1, Census Tract 223, King County, Washington",666,473,48,48,0,0,0,0,0,0,20,9,0,116,530330223001
607,1500000US530330223002,"Block Group 2, Census Tract 223, King County, Washington",685,551,5,5,0,0,0,0,0,0,0,9,18,102,530330223002
608,1500000US530330224001,"Block Group 1, Census Tract 224, King County, Washington",1042,925,15,15,0,0,0,0,0,18,0,21,0,63,530330224001
609,1500000US530330224002,"Block Group 2, Census Tract 224, King County, Washington",640,441,46,46,0,0,0,0,0,0,34,15,62,42,530330224002
610,1500000US530330224003,"Block Group 3, Census Tract 224, King County, Washington",802,653,20,20,0,0,0,0,0,0,27,13,15,74,530330224003
611,1500000US530330224004,"Block Group 4, Census Tract 224, King County, Washington",1315,870,220,220,0,0,0,0,63,0,0,46,0,116,530330224004
612,1500000US530330224005,"Block Group 5, Census Tract 224, King County, Washington",416,292,53,53,0,0,0,0,0,0,0,31,0,40,530330224005
613,1500000US530330224006,"Block Group 6, Census Tract 224, King County, Washington",649,550,20,20,0,0,0,0,0,0,17,16,0,46,530330224006
614,1500000US530330225001,"Block Group 1, Census Tract 225, King County, Washington",766,505,77,77,0,0,0,0,0,0,0,28,0,156,530330225001
615,1500000US530330225002,"Block Group 2, Census Tract 225, King County, Washington",1113,951,25,25,0,0,0,0,0,0,0,40,0,97,530330225002
616,1500000US530330225003,"Block Group 3, Census Tract 225, King County, Washington",920,729,166,166,0,0,0,0,0,0,0,13,0,12,530330225003
617,1500000US530330225004,"Block Group 4, Census Tract 225, King County, Washington",550,421,30,30,0,0,0,0,0,0,18,42,0,39,530330225004
618,1500000US530330225005,"Block Group 5, Census Tract 225, King County, Washington",1462,1159,176,176,0,0,0,0,0,0,0,68,16,43,530330225005
619,1500000US530330226031,"Block Group 1, Census Tract 226.03, King County, Washington",247,171,40,40,0,0,0,0,0,0,0,36,0,0,530330226031
620,1500000US530330226032,"Block Group 2, Census Tract 226.03, King County, Washington",492,433,0,0,0,0,0,0,0,0,0,0,0,59,530330226032
621,1500000US530330226033,"Block Group 3, Census Tract 226.03, King County, Washington",1034,930,53,53,0,0,0,0,0,0,0,14,0,37,530330226033
622,1500000US530330226034,"Block Group 4, Census Tract 226.03, King County, Washington",1113,936,72,72,0,0,0,0,0,0,0,54,0,51,530330226034
623,1500000US530330226035,"Block Group 5, Census Tract 226.03, King County, Washington",754,640,56,56,0,0,0,0,0,0,0,0,41,17,530330226035
624,1500000US530330226041,"Block Group 1, Census Tract 226.04, King County, Washington",1147,931,64,64,0,0,0,0,0,0,12,30,23,87,530330226041
625,1500000US530330226042,"Block Group 2, Census Tract 226.04, King County, Washington",684,544,71,71,0,0,0,0,0,0,0,12,11,46,530330226042
626,1500000US530330226043,"Block Group 3, Census Tract 226.04, King County, Washington",901,627,164,164,0,0,0,0,0,13,0,13,0,84,530330226043
627,1500000US530330226051,"Block Group 1, Census Tract 226.05, King County, Washington",1722,1327,282,282,0,0,0,0,0,0,0,53,0,60,530330226051
628,1500000US530330226052,"Block Group 2, Census Tract 226.05, King County, Washington",977,836,86,86,0,0,0,0,0,0,20,12,0,23,530330226052
629,1500000US530330226053,"Block Group 3, Census Tract 226.05, King County, Washington",1456,1106,231,231,0,0,0,0,0,0,0,78,0,41,530330226053
630,1500000US530330226061,"Block Group 1, Census Tract 226.06, King County, Washington",755,616,0,0,0,0,0,0,0,0,0,14,12,113,530330226061
631,1500000US530330226062,"Block Group 2, Census Tract 226.06, King County, Washington",1117,881,167,167,0,0,0,0,0,16,0,13,0,40,530330226062
632,1500000US530330226063,"Block Group 3, Census Tract 226.06, King County, Washington",850,745,64,64,0,0,0,0,0,0,0,24,0,17,530330226063
633,1500000US530330226064,"Block Group 4, Census Tract 226.06, King County, Washington",526,492,34,34,0,0,0,0,0,0,0,0,0,0,530330226064
634,1500000US530330227011,"Block Group 1, Census Tract 227.01, King County, Washington",1060,807,50,50,0,0,0,0,0,0,10,79,0,114,530330227011
635,1500000US530330227012,"Block Group 2, Census Tract 227.01, King County, Washington",868,689,101,101,0,0,0,0,0,0,0,18,0,60,530330227012
636,1500000US530330227021,"Block Group 1, Census Tract 227.02, King County, Washington",696,506,117,117,0,0,0,0,0,0,0,0,16,57,530330227021
637,1500000US530330227022,"Block Group 2, Census Tract 227.02, King County, Washington",877,463,97,97,0,0,0,0,23,0,0,212,0,82,530330227022
638,1500000US530330227023,"Block Group 3, Census Tract 227.02, King County, Washington",692,531,54,54,0,0,0,0,0,0,0,0,30,77,530330227023
639,1500000US530330227031,"Block Group 1, Census Tract 227.03, King County, Washington",626,523,9,9,0,0,0,0,0,0,13,12,6,63,530330227031
640,1500000US530330227032,"Block Group 2, Census Tract 227.03, King County, Washington",591,484,48,48,0,0,0,0,0,6,17,4,0,32,530330227032
641,1500000US530330228011,"Block Group 1, Census Tract 228.01, King County, Washington",1470,946,167,167,0,0,0,0,15,0,0,185,43,114,530330228011
642,1500000US530330228012,"Block Group 2, Census Tract 228.01, King County, Washington",2177,1411,410,410,0,0,0,0,0,0,76,167,48,65,530330228012
643,1500000US530330228013,"Block Group 3, Census Tract 228.01, King County, Washington",494,340,36,36,0,0,0,0,0,0,0,21,12,85,530330228013
644,1500000US530330228014,"Block Group 4, Census Tract 228.01, King County, Washington",1166,842,212,212,0,0,0,0,0,0,0,95,0,17,530330228014
645,1500000US530330228021,"Block Group 1, Census Tract 228.02, King County, Washington",979,706,147,123,24,0,0,0,0,14,25,34,0,53,530330228021
646,1500000US530330228022,"Block Group 2, Census Tract 228.02, King County, Washington",1057,833,57,57,0,0,0,0,0,0,20,49,0,98,530330228022
647,1500000US530330228023,"Block Group 3, Census Tract 228.02, King County, Washington",779,628,89,89,0,0,0,0,0,0,17,0,0,45,530330228023
648,1500000US530330228031,"Block Group 1, Census Tract 228.03, King County, Washington",569,341,186,186,0,0,0,0,0,0,0,41,0,1,530330228031
649,1500000US530330228032,"Block Group 2, Census Tract 228.03, King County, Washington",1129,667,304,304,0,0,0,0,0,0,23,85,0,50,530330228032
650,1500000US530330228033,"Block Group 3, Census Tract 228.03, King County, Washington",1584,968,174,174,0,0,0,0,18,0,0,376,0,48,530330228033
651,1500000US530330229011,"Block Group 1, Census Tract 229.01, King County, Washington",702,524,45,45,0,0,0,0,0,0,29,9,0,95,530330229011
652,1500000US530330229012,"Block Group 2, Census Tract 229.01, King County, Washington",627,518,43,43,0,0,0,0,0,0,28,0,0,38,530330229012
653,1500000US530330229021,"Block Group 1, Census Tract 229.02, King County, Washington",740,549,49,49,0,0,0,0,0,0,41,0,0,101,530330229021
654,1500000US530330229022,"Block Group 2, Census Tract 229.02, King County, Washington",503,400,45,45,0,0,0,0,0,29,0,18,11,0,530330229022
655,1500000US530330229023,"Block Group 3, Census Tract 229.02, King County, Washington",405,285,38,38,0,0,0,0,0,0,14,36,0,32,530330229023
656,1500000US530330229024,"Block Group 4, Census Tract 229.02, King County, Washington",1061,931,66,66,0,0,0,0,0,0,0,0,12,52,530330229024
657,1500000US530330229025,"Block Group 5, Census Tract 229.02, King County, Washington",560,518,0,0,0,0,0,0,0,0,14,0,0,28,530330229025
658,1500000US530330230001,"Block Group 1, Census Tract 230, King County, Washington",649,500,50,50,0,0,0,0,0,0,0,0,0,99,530330230001
659,1500000US530330230002,"Block Group 2, Census Tract 230, King County, Washington",601,489,24,24,0,0,0,0,0,24,0,8,0,56,530330230002
660,1500000US530330230003,"Block Group 3, Census Tract 230, King County, Washington",1231,866,118,118,0,0,0,0,0,0,10,151,0,86,530330230003
661,1500000US530330230004,"Block Group 4, Census Tract 230, King County, Washington",558,452,11,11,0,0,0,0,0,0,0,0,0,95,530330230004
662,1500000US530330231001,"Block Group 1, Census Tract 231, King County, Washington",572,407,31,31,0,0,0,0,0,0,5,54,11,64,530330231001
663,1500000US530330231002,"Block Group 2, Census Tract 231, King County, Washington",889,670,52,52,0,0,0,0,0,0,44,12,20,91,530330231002
664,1500000US530330231003,"Block Group 3, Census Tract 231, King County, Washington",619,485,36,36,0,0,0,0,0,19,18,0,8,53,530330231003
665,1500000US530330232011,"Block Group 1, Census Tract 232.01, King County, Washington",890,721,169,169,0,0,0,0,0,0,0,0,0,0,530330232011
666,1500000US530330232012,"Block Group 2, Census Tract 232.01, King County, Washington",1473,1009,320,320,0,0,0,0,0,0,0,0,0,144,530330232012
667,1500000US530330232013,"Block Group 3, Census Tract 232.01, King County, Washington",1179,594,330,330,0,0,0,0,0,0,18,93,0,144,530330232013
668,1500000US530330232021,"Block Group 1, Census Tract 232.02, King County, Washington",790,596,66,66,0,0,0,0,0,0,22,47,0,59,530330232021
669,1500000US530330232022,"Block Group 2, Census Tract 232.02, King County, Washington",926,701,126,126,0,0,0,0,0,0,9,10,16,64,530330232022
670,1500000US530330232023,"Block Group 3, Census Tract 232.02, King County, Washington",546,359,93,93,0,0,0,0,0,0,0,42,5,47,530330232023
671,1500000US530330233001,"Block Group 1, Census Tract 233, King County, Washington",1058,934,46,46,0,0,0,0,0,0,21,0,10,47,530330233001
672,1500000US530330233002,"Block Group 2, Census Tract 233, King County, Washington",966,832,42,42,0,0,0,0,23,0,0,0,0,69,530330233002
673,1500000US530330233003,"Block Group 3, Census Tract 233, King County, Washington",895,749,84,84,0,0,0,0,0,0,0,0,0,62,530330233003
674,1500000US530330233004,"Block Group 4, Census Tract 233, King County, Washington",791,599,105,105,0,0,0,0,0,0,0,0,19,68,530330233004
675,1500000US530330234011,"Block Group 1, Census Tract 234.01, King County, Washington",406,247,53,53,0,0,0,0,0,16,0,0,0,90,530330234011
676,1500000US530330234012,"Block Group 2, Census Tract 234.01, King County, Washington",795,566,111,111,0,0,0,0,0,0,0,20,21,77,530330234012
677,1500000US530330234013,"Block Group 3, Census Tract 234.01, King County, Washington",545,432,52,52,0,0,0,0,0,0,0,19,0,42,530330234013
